office_no,municipality,corporation_name,office_name,wam_office_url,homepage_url,homepage_source,homepage_confidence,instagram_url,instagram_source,instagram_confidence,search_query,search_checked_at
316,大阪市,社会福祉法人釜ヶ崎ストロームの家,ストローム,https://kamagasaki-strohm.webnode.jp,https://kamagasaki-strohm.webnode.jp,wam_url,high,,,,"""ストローム"" ""大阪市"" 釜ヶ崎ストロームの家 就労継続支援B型 Instagram",2026-03-12T16:12:55
317,大阪市,特定非営利活動法人アザリア,アザリア,https://www.azaria.jp,https://www.azaria.jp,wam_url,high,,,,"""アザリア"" ""大阪市"" アザリア 就労継続支援B型 Instagram",2026-03-12T16:12:55
318,大阪市,社会福祉法人ストローム福祉会,山王おとなセンター,,,,,,,,"""山王おとなセンター"" ""大阪市"" ストローム福祉会 就労継続支援B型 Instagram",2026-03-12T16:12:55
319,大阪市,一般社団法人大阪パーソンパワーの会,就労継続支援Ｂ型施設Ｂｌｏｏｍ,,,,,,,,"""就労継続支援Ｂ型施設Ｂｌｏｏｍ"" ""大阪市"" 大阪パーソンパワーの会 就労継続支援B型 Instagram",2026-03-12T16:12:55
32,大阪市,株式会社　huruikeya,就労継続支援Ｂ型　ティアレ,,,,,,,,"""就労継続支援Ｂ型　ティアレ"" ""大阪市"" huruikeya 就労継続支援B型 Instagram",2026-03-12T16:12:55
320,大阪市,特定非営利活動法人ジョイフルさつき,ジョイフルさつき作業所えん,,,,,,,,"""ジョイフルさつき作業所えん"" ""大阪市"" ジョイフルさつき 就労継続支援B型 Instagram",2026-03-12T16:12:55
321,大阪市,合名会社　青い鳥,あかいとり,,,,,,,,"""あかいとり"" ""大阪市"" 合名会社　青い鳥 就労継続支援B型 Instagram",2026-03-12T16:12:55
322,大阪市,"社会福祉法人
ヒューマンライツ福祉協会",ヒューマンインクルーシブセンター　クリエバ,http://humannet.or.jp,http://humannet.or.jp,wam_url,high,,,,"""ヒューマンインクルーシブセンター　クリエバ"" ""大阪市"" ヒューマンライツ福祉協会 就労継続支援B型 Instagram",2026-03-12T16:12:55
323,大阪市,"一般社団法人
聖天下就労支援センター",にじいろのカエル,,,,,,,,"""にじいろのカエル"" ""大阪市"" 聖天下就労支援センター 就労継続支援B型 Instagram",2026-03-12T16:12:55
324,大阪市,株式会社シクロ,ディレイラ,https://cyclo-inc.jp,https://cyclo-inc.jp,wam_url,high,,,,"""ディレイラ"" ""大阪市"" シクロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
325,大阪市,合同会社エバーフリー,エテルノ,,,,,,,,"""エテルノ"" ""大阪市"" エバーフリー 就労継続支援B型 Instagram",2026-03-12T16:12:55
326,大阪市,株式会社友國,アップキープ,http://up-keep.net,http://up-keep.net,wam_url,high,,,,"""アップキープ"" ""大阪市"" 友國 就労継続支援B型 Instagram",2026-03-12T16:12:55
327,大阪市,株式会社T’Sコーポレーション,クローバー,,,,,,,,"""クローバー"" ""大阪市"" T’Sコーポレーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
328,大阪市,株式会社T'Sコーポレーション,オレンジ,https://1101orenji.crayonsite.net,https://1101orenji.crayonsite.net,wam_url,high,,,,"""オレンジ"" ""大阪市"" T'Sコーポレーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
329,大阪市,株式会社TSコーポレーション,就労継続支援B型パラソル,,,,,,,,"""就労継続支援B型パラソル"" ""大阪市"" TSコーポレーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
33,大阪市,株式会社T’Sコーポレーション,あかつき,https://www.t-s-corporation.jp/business/akatsuki,https://www.t-s-corporation.jp/business/akatsuki,wam_url,high,,,,"""あかつき"" ""大阪市"" T’Sコーポレーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
330,大阪市,株式会社シクロ,就労継続支援B型デルニ,,,,,,,,"""就労継続支援B型デルニ"" ""大阪市"" シクロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
331,大阪市,株式会社シクロ,オートビュス,https://cyclo-inc.jp,https://cyclo-inc.jp,wam_url,high,,,,"""オートビュス"" ""大阪市"" シクロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
332,大阪市,株式会社　八福神,就労継続支援B型めだかの学校,https://hachifukujin.net,https://hachifukujin.net,wam_url,high,,,,"""就労継続支援B型めだかの学校"" ""大阪市"" 八福神 就労継続支援B型 Instagram",2026-03-12T16:12:55
333,大阪市,アイリ―ライフ株式会社,アイリー八零八,,,,,,,,"""アイリー八零八"" ""大阪市"" アイリ―ライフ 就労継続支援B型 Instagram",2026-03-12T16:12:55
334,大阪市,株式会社リザーブコーポレーション,まつむし作業所,,,,,,,,"""まつむし作業所"" ""大阪市"" リザーブコーポレーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
335,大阪市,一般財団アタラス,就労支援継続B型　ふれあい,,,,,,,,"""就労支援継続B型　ふれあい"" ""大阪市"" 一般財団アタラス 就労継続支援B型 Instagram",2026-03-12T16:12:55
336,大阪市,株式会社シクロ,モワユ天下茶屋,https://cyclo-inc.jp,https://cyclo-inc.jp,wam_url,high,,,,"""モワユ天下茶屋"" ""大阪市"" シクロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
337,大阪市,株式会社HAPPY,はっぴーがーでん,,,,,,,,"""はっぴーがーでん"" ""大阪市"" HAPPY 就労継続支援B型 Instagram",2026-03-12T16:12:55
338,大阪市,合同会社KMT,就労継続支援B型事業所NKR,,,,,,,,"""就労継続支援B型事業所NKR"" ""大阪市"" KMT 就労継続支援B型 Instagram",2026-03-12T16:12:55
339,大阪市,一般社団法人生活支援対策機構,就労継続支援B型事業所ライフサポート,https://life-support2021.jp,https://life-support2021.jp,wam_url,high,,,,"""就労継続支援B型事業所ライフサポート"" ""大阪市"" 生活支援対策機構 就労継続支援B型 Instagram",2026-03-12T16:12:55
34,大阪市,株式会社T’Sコーポレーション,ふくろう,,,,,,,,"""ふくろう"" ""大阪市"" T’Sコーポレーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
340,大阪市,一般社団法人ふくろうの家,ハピアーワークス,,,,,,,,"""ハピアーワークス"" ""大阪市"" ふくろうの家 就労継続支援B型 Instagram",2026-03-12T16:12:55
341,大阪市,株式会社　承福,承福,,,,,,,,"""承福"" ""大阪市"" 承福 就労継続支援B型 Instagram",2026-03-12T16:12:55
342,大阪市,Lina株式会社,就労支援継続B型　スマイル,,,,,,,,"""就労支援継続B型　スマイル"" ""大阪市"" Lina 就労継続支援B型 Instagram",2026-03-12T16:12:55
343,大阪市,就労支援機構合同会社,あかり家,https://akariya-7.jimdosite.com,https://akariya-7.jimdosite.com,wam_url,high,,,,"""あかり家"" ""大阪市"" 就労支援機構 就労継続支援B型 Instagram",2026-03-12T16:12:55
344,大阪市,（株）白石,就労継続支援B型　HIJIRI,,,,,,,,"""就労継続支援B型　HIJIRI"" ""大阪市"" （株）白石 就労継続支援B型 Instagram",2026-03-12T16:12:55
345,大阪市,株式会社WizardsInternational,たんぽぽ,https://jihatsu.net/w/byya73kycarr/6fsjcnarhs,https://jihatsu.net/w/byya73kycarr/6fsjcnarhs,wam_url,high,,,,"""たんぽぽ"" ""大阪市"" WizardsInternational 就労継続支援B型 Instagram",2026-03-12T16:12:55
346,大阪市,合同会社LAUGH GARDEN,就労継続支援Ｂ型事業所Ｍｉｎｅ,,,,,,,,"""就労継続支援Ｂ型事業所Ｍｉｎｅ"" ""大阪市"" LAUGH GARDEN 就労継続支援B型 Instagram",2026-03-12T16:12:55
347,大阪市,合同会社イエロークローバー,ひだまり,,,,,,,,"""ひだまり"" ""大阪市"" イエロークローバー 就労継続支援B型 Instagram",2026-03-12T16:12:55
348,大阪市,株式会社INDEPENDENT,就労継続支援Ｂ型HIJIRIⅡ,,,,,,,,"""就労継続支援Ｂ型HIJIRIⅡ"" ""大阪市"" INDEPENDENT 就労継続支援B型 Instagram",2026-03-12T16:12:55
349,大阪市,株式会社KINTARO,Mate,,,,,,,,"""Mate"" ""大阪市"" KINTARO 就労継続支援B型 Instagram",2026-03-12T16:12:55
35,大阪市,Mami合同会社,AIDEP,,,,,,,,"""AIDEP"" ""大阪市"" Mami 就労継続支援B型 Instagram",2026-03-12T16:12:55
350,大阪市,"一般社団法人
聖天下就労支援センター",にじいろのパンダ,,,,,,,,"""にじいろのパンダ"" ""大阪市"" 聖天下就労支援センター 就労継続支援B型 Instagram",2026-03-12T16:12:55
351,大阪市,株式会社ともくに,アップキープワークス,http://up-keep-works.net,http://up-keep-works.net,wam_url,high,,,,"""アップキープワークス"" ""大阪市"" ともくに 就労継続支援B型 Instagram",2026-03-12T16:12:55
352,大阪市,株式会社T’Sコーポレーション,すみれ,,,,,,,,"""すみれ"" ""大阪市"" T’Sコーポレーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
353,大阪市,株式会社ベルツリー,就労継続支援B型事業所あゆみ,,,,,,,,"""就労継続支援B型事業所あゆみ"" ""大阪市"" ベルツリー 就労継続支援B型 Instagram",2026-03-12T16:12:55
354,大阪市,合同会社　リアルマーグ,サン（３）,http://www.rmg2020.work,http://www.rmg2020.work,wam_url,high,,,,"""サン（３）"" ""大阪市"" リアルマーグ 就労継続支援B型 Instagram",2026-03-12T16:12:55
355,大阪市,株式会社セブンホールディングス,ひまわり,http://www.bs-himawari.jp,http://www.bs-himawari.jp,wam_url,high,,,,"""ひまわり"" ""大阪市"" セブンホールディングス 就労継続支援B型 Instagram",2026-03-12T16:12:55
356,大阪市,株式会社NICOICHI,就労継続支援B型事業所　まる,https://www.nicomaru2023.jp,https://www.nicomaru2023.jp,wam_url,high,,,,"""就労継続支援B型事業所　まる"" ""大阪市"" NICOICHI 就労継続支援B型 Instagram",2026-03-12T16:12:55
357,大阪市,株式会社AJ,アイリス,,,,,,,,"""アイリス"" ""大阪市"" AJ 就労継続支援B型 Instagram",2026-03-12T16:12:55
358,大阪市,株式会社アークスワン,就労継続支援B型事業所　グリーンテラス,,,,,,,,"""就労継続支援B型事業所　グリーンテラス"" ""大阪市"" アークスワン 就労継続支援B型 Instagram",2026-03-12T16:12:55
359,大阪市,UNIX株式会社,就労継続支援B型作業所　ハロービー,,,,,,,,"""就労継続支援B型作業所　ハロービー"" ""大阪市"" UNIX 就労継続支援B型 Instagram",2026-03-12T16:12:55
36,大阪市,一般社団法人HERO,HERO,https://snabi.jp/facility/22593,,,,,,,"""HERO"" ""大阪市"" HERO 就労継続支援B型 Instagram",2026-03-12T16:12:55
360,大阪市,株式会社ジャスミン,ジャスミン,,,,,,,,"""ジャスミン"" ""大阪市"" ジャスミン 就労継続支援B型 Instagram",2026-03-12T16:12:55
361,大阪市,株式会社SKD,やさしさまんてん,https://mannten.com,https://mannten.com,wam_url,high,,,,"""やさしさまんてん"" ""大阪市"" SKD 就労継続支援B型 Instagram",2026-03-12T16:12:55
362,大阪市,株式会社シクロ,プラトウ,,,,,,,,"""プラトウ"" ""大阪市"" シクロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
363,大阪市,株式会社　大宗,よつば 就労継続支援B型,,,,,,,,"""よつば 就労継続支援B型"" ""大阪市"" 大宗 就労継続支援B型 Instagram",2026-03-12T16:12:55
364,大阪市,株式会社ワンダーフレンズ,ワンダーフレンズ西成,,,,,,,,"""ワンダーフレンズ西成"" ""大阪市"" ワンダーフレンズ 就労継続支援B型 Instagram",2026-03-12T16:12:55
365,大阪市,株式会社NICOICHI,就労継続支援B型事業所すずらん,https://www.nicomaru2023.jp/company,https://www.nicomaru2023.jp/company,wam_url,high,,,,"""就労継続支援B型事業所すずらん"" ""大阪市"" NICOICHI 就労継続支援B型 Instagram",2026-03-12T16:12:55
366,大阪市,YAMATON GROUP 株式会社,ハレルヤ,,,,,,,,"""ハレルヤ"" ""大阪市"" YAMATON GROUP 就労継続支援B型 Instagram",2026-03-12T16:12:55
367,大阪市,株式会社澪,あお,,,,,,,,"""あお"" ""大阪市"" 澪 就労継続支援B型 Instagram",2026-03-12T16:12:55
368,大阪市,株式会社フスレン,就労継続支援B型事業所　歩,,,,,,,,"""就労継続支援B型事業所　歩"" ""大阪市"" フスレン 就労継続支援B型 Instagram",2026-03-12T16:12:55
369,大阪市,株式会社どるふぃん,どるふぃん,,,,,,,,"""どるふぃん"" ""大阪市"" どるふぃん 就労継続支援B型 Instagram",2026-03-12T16:12:55
37,大阪市,社会福祉法人つむぎ福祉会,第２ぴりか作業所,,,,,,,,"""第２ぴりか作業所"" ""大阪市"" つむぎ福祉会 就労継続支援B型 Instagram",2026-03-12T16:12:55
370,大阪市,合同会社ASK,ぷるめりあ,,,,,,,,"""ぷるめりあ"" ""大阪市"" ASK 就労継続支援B型 Instagram",2026-03-12T16:12:55
371,大阪市,株式会社シンシア,就労継続支援B型リライフサポート,,,,,,,,"""就労継続支援B型リライフサポート"" ""大阪市"" シンシア 就労継続支援B型 Instagram",2026-03-12T16:12:55
372,大阪市,株式会社ジャスミン,パンジー,,,,,,,,"""パンジー"" ""大阪市"" ジャスミン 就労継続支援B型 Instagram",2026-03-12T16:12:55
373,大阪市,株式会社SUNNY,SUNNY岸里,https://kishisato.3ny.work,https://kishisato.3ny.work,wam_url,high,,,,"""SUNNY岸里"" ""大阪市"" SUNNY 就労継続支援B型 Instagram",2026-03-12T16:12:55
374,大阪市,株式会社ジャスミン,就労継続支援B型事業所りら,,,,,,,,"""就労継続支援B型事業所りら"" ""大阪市"" ジャスミン 就労継続支援B型 Instagram",2026-03-12T16:12:55
375,大阪市,株式会社ユートップ,カルーク～Karook～,,,,,,,,"""カルーク～Karook～"" ""大阪市"" ユートップ 就労継続支援B型 Instagram",2026-03-12T16:12:55
376,大阪市,株式会社SOL,遊友,https://sol-fukushi.com,https://sol-fukushi.com,wam_url,high,,,,"""遊友"" ""大阪市"" SOL 就労継続支援B型 Instagram",2026-03-12T16:12:55
377,大阪市,株式会社SOL,ナチュラレサ,,,,,,,,"""ナチュラレサ"" ""大阪市"" SOL 就労継続支援B型 Instagram",2026-03-12T16:12:55
378,大阪市,UNIX株式会社,就労継続支援B型作業所　西成ラボ,,,,,,,,"""就労継続支援B型作業所　西成ラボ"" ""大阪市"" UNIX 就労継続支援B型 Instagram",2026-03-12T16:12:55
379,大阪市,ウエバー合同会社,ひかり家,,,,,,,,"""ひかり家"" ""大阪市"" ウエバー 就労継続支援B型 Instagram",2026-03-12T16:12:55
38,大阪市,社会福祉法人むぎの会,ワークハウス東住吉,,,,,,,,"""ワークハウス東住吉"" ""大阪市"" むぎの会 就労継続支援B型 Instagram",2026-03-12T16:12:55
380,大阪市,株式会社澪,むらさき,,,,,,,,"""むらさき"" ""大阪市"" 澪 就労継続支援B型 Instagram",2026-03-12T16:12:55
381,大阪市,株式会社ユーリッチ,明日くる,,,,,,,,"""明日くる"" ""大阪市"" ユーリッチ 就労継続支援B型 Instagram",2026-03-12T16:12:55
382,大阪市,株式会社ペイフォワード,笑声×クリエイト,,,,,,,,"""笑声×クリエイト"" ""大阪市"" ペイフォワード 就労継続支援B型 Instagram",2026-03-12T16:12:55
383,大阪市,株式会社ライフアシスト,就労継続支援B型事業所ゆたか,,,,,,,,"""就労継続支援B型事業所ゆたか"" ""大阪市"" ライフアシスト 就労継続支援B型 Instagram",2026-03-12T16:12:55
384,大阪市,一般社団法人Avenir,アヴニール,,,,,,,,"""アヴニール"" ""大阪市"" Avenir 就労継続支援B型 Instagram",2026-03-12T16:12:55
385,大阪市,株式会社SUNNY,SUNNY帝塚山,,,,,,,,"""SUNNY帝塚山"" ""大阪市"" SUNNY 就労継続支援B型 Instagram",2026-03-12T16:12:55
386,大阪市,Ｓ＆Ｒ株式会社,就労継続支援Ｂ型　にじのまち,,,,,,,,"""就労継続支援Ｂ型　にじのまち"" ""大阪市"" Ｓ＆Ｒ 就労継続支援B型 Instagram",2026-03-12T16:12:55
387,大阪市,株式会社るぽくれいる,Ｒｅ：ワーク　るぽ店,,,,,,,,"""Ｒｅ：ワーク　るぽ店"" ""大阪市"" るぽくれいる 就労継続支援B型 Instagram",2026-03-12T16:12:55
388,大阪市,株式会社ハート,就労継続支援B型事業所しあわせ,,,,,,,,"""就労継続支援B型事業所しあわせ"" ""大阪市"" ハート 就労継続支援B型 Instagram",2026-03-12T16:12:55
389,大阪市,株式会社にじいろ,やさしさまんてん玉出生根,,,,,,,,"""やさしさまんてん玉出生根"" ""大阪市"" にじいろ 就労継続支援B型 Instagram",2026-03-12T16:12:55
39,大阪市,ようしん合同会社,IRIS,,,,,,,,"""IRIS"" ""大阪市"" ようしん 就労継続支援B型 Instagram",2026-03-12T16:12:55
390,大阪市,社会福祉法人なでしこ会,なんばなかよし作業所,,,,,,,,"""なんばなかよし作業所"" ""大阪市"" なでしこ会 就労継続支援B型 Instagram",2026-03-12T16:12:55
391,大阪市,エヌ・エフ・ジェイ株式会社,自立支援カレッジチャレンズ,http://www.challens.net,http://www.challens.net,wam_url,high,,,,"""自立支援カレッジチャレンズ"" ""大阪市"" エヌ・エフ・ジェイ 就労継続支援B型 Instagram",2026-03-12T16:12:55
392,大阪市,特定非営利活動法人さをりひろば,SAORI hands,http://www.saorihiroba.or.jp/syub.html,http://www.saorihiroba.or.jp/syub.html,wam_url,high,,,,"""SAORI hands"" ""大阪市"" さをりひろば 就労継続支援B型 Instagram",2026-03-12T16:12:55
393,大阪市,大阪市障害者福祉・スポーツ協会,中津サテライトオフィス,http://www.v-aid.org,http://www.v-aid.org,wam_url,high,,,,"""中津サテライトオフィス"" ""大阪市"" 大阪市障害者福祉・スポーツ協会 就労継続支援B型 Instagram",2026-03-12T16:12:55
394,大阪市,大阪市障害者福祉・スポーツ協会,ワークセンタ中津,http://www.v-aid.org/dream,http://www.v-aid.org/dream,wam_url,high,,,,"""ワークセンタ中津"" ""大阪市"" 大阪市障害者福祉・スポーツ協会 就労継続支援B型 Instagram",2026-03-12T16:12:55
395,大阪市,合同会社ａｉｄ,結び事業所,http://musubi.main.jp,http://musubi.main.jp,wam_url,high,,,,"""結び事業所"" ""大阪市"" ａｉｄ 就労継続支援B型 Instagram",2026-03-12T16:12:55
396,大阪市,一般社団法人大阪希望館,就労支援センター・ホープ・エッグ,http://www.osaka-kiboukan.jp,http://www.osaka-kiboukan.jp,wam_url,high,,,,"""就労支援センター・ホープ・エッグ"" ""大阪市"" 大阪希望館 就労継続支援B型 Instagram",2026-03-12T16:12:55
397,大阪市,合同会社ネットワークユーアイ,まなびの里,http://www.manabinosato.ne.jp,http://www.manabinosato.ne.jp,wam_url,high,,,,"""まなびの里"" ""大阪市"" ネットワークユーアイ 就労継続支援B型 Instagram",2026-03-12T16:12:55
398,大阪市,一般社団法人ＮＯＲＭＡＬＩＺＥ,就労支援トモワークながら,http://www.n-tomowork.com,http://www.n-tomowork.com,wam_url,high,,,,"""就労支援トモワークながら"" ""大阪市"" ＮＯＲＭＡＬＩＺＥ 就労継続支援B型 Instagram",2026-03-12T16:12:55
399,大阪市,合同会社KAKURA,やすらぎのKAKURA,,,,,,,,"""やすらぎのKAKURA"" ""大阪市"" KAKURA 就労継続支援B型 Instagram",2026-03-12T16:12:55
4,大阪市,あん合同会社,就労継続支援Ｂ型　あん,https://an2022.com,https://an2022.com,wam_url,high,,,,"""就労継続支援Ｂ型　あん"" ""大阪市"" あん 就労継続支援B型 Instagram",2026-03-12T16:12:55
40,大阪市,合同会社GROWING　UP,フルリール,,,,,,,,"""フルリール"" ""大阪市"" GROWING　UP 就労継続支援B型 Instagram",2026-03-12T16:12:55
400,大阪市,株式会社TNコミュニケーションズ,プラスアルファ,https://tncommunications.net,https://tncommunications.net,wam_url,high,,,,"""プラスアルファ"" ""大阪市"" TNコミュニケーションズ 就労継続支援B型 Instagram",2026-03-12T16:12:55
401,大阪市,株式会社ジー・エヌ・オー,ACCEPT COFFEE,https://www.gno-osaka.com/acceptcoffee,https://www.gno-osaka.com/acceptcoffee,wam_url,high,,,,"""ACCEPT COFFEE"" ""大阪市"" ジー・エヌ・オー 就労継続支援B型 Instagram",2026-03-12T16:12:55
402,大阪市,合同会社TANAGOKORO,就労継続支援Ｂ型事業所　いろいろらぼ,,,,,,,,"""就労継続支援Ｂ型事業所　いろいろらぼ"" ""大阪市"" TANAGOKORO 就労継続支援B型 Instagram",2026-03-12T16:12:55
403,大阪市,株式会社 TREE,POPOアニメーションスタジオ,https://popo-animation-studio.jp,https://popo-animation-studio.jp,wam_url,high,,,,"""POPOアニメーションスタジオ"" ""大阪市"" TREE 就労継続支援B型 Instagram",2026-03-12T16:12:55
404,大阪市,株式会社TNコミュニケーションズ,プラスアルファⅡ,https://tncommunications.info,https://tncommunications.info,wam_url,high,,,,"""プラスアルファⅡ"" ""大阪市"" TNコミュニケーションズ 就労継続支援B型 Instagram",2026-03-12T16:12:55
405,大阪市,合同会社AKALA,AKALA,,,,,,,,"""AKALA"" ""大阪市"" AKALA 就労継続支援B型 Instagram",2026-03-12T16:12:55
406,大阪市,AsFine株式会社,AsFineアジャスト南森町,,,,,,,,"""AsFineアジャスト南森町"" ""大阪市"" AsFine 就労継続支援B型 Instagram",2026-03-12T16:12:55
407,大阪市,株式会社ATS,Dontomワークス梅田店,,,,,,,,"""Dontomワークス梅田店"" ""大阪市"" ATS 就労継続支援B型 Instagram",2026-03-12T16:12:55
408,大阪市,株式会社ガミン,エクレ中崎,,,,,,,,"""エクレ中崎"" ""大阪市"" ガミン 就労継続支援B型 Instagram",2026-03-12T16:12:55
409,大阪市,合同会社すまいる,REUSE夢空工房,,,,,,,,"""REUSE夢空工房"" ""大阪市"" すまいる 就労継続支援B型 Instagram",2026-03-12T16:12:55
41,大阪市,"合同会社
Create us pleasant life",就労継続支援B型infini,,,,,,,,"""就労継続支援B型infini"" ""大阪市"" Create us pleasant life 就労継続支援B型 Instagram",2026-03-12T16:12:55
410,大阪市,株式会社ソエコ,SAKURA　WORKS,http://sakuraworks-osaka.com,http://sakuraworks-osaka.com,wam_url,high,,,,"""SAKURA　WORKS"" ""大阪市"" ソエコ 就労継続支援B型 Instagram",2026-03-12T16:12:55
411,大阪市,一般社団法人Possibl,就労継続支援ABPossible,,,,,,,,"""就労継続支援ABPossible"" ""大阪市"" Possibl 就労継続支援B型 Instagram",2026-03-12T16:12:55
412,大阪市,株式会社Colors　Consulting　Group,Colors,,,,,,,,"""Colors"" ""大阪市"" Colors　Consulting　Group 就労継続支援B型 Instagram",2026-03-12T16:12:55
413,大阪市,ウリエル,ディア・ウリエル,http://dear-uriel.com,http://dear-uriel.com,wam_url,high,,,,"""ディア・ウリエル"" ""大阪市"" ウリエル 就労継続支援B型 Instagram",2026-03-12T16:12:55
414,大阪市,株式会社かのん,かのん梅田,http://www.kanon-lee.co.jp,http://www.kanon-lee.co.jp,wam_url,high,,,,"""かのん梅田"" ""大阪市"" かのん 就労継続支援B型 Instagram",2026-03-12T16:12:55
415,大阪市,一般社団法人Possible,就労継続支援ABPossible西天満,https://abpossible.com,https://abpossible.com,wam_url,high,,,,"""就労継続支援ABPossible西天満"" ""大阪市"" Possible 就労継続支援B型 Instagram",2026-03-12T16:12:55
416,大阪市,株式会社アールアンドエー,オフィス　アールアンドエー,,,,,,,,"""オフィス　アールアンドエー"" ""大阪市"" アールアンドエー 就労継続支援B型 Instagram",2026-03-12T16:12:55
417,大阪市,合同会社　AKALA,Mahina,,,,,,,,"""Mahina"" ""大阪市"" AKALA 就労継続支援B型 Instagram",2026-03-12T16:12:55
418,大阪市,株式会社ＲＡＦＴＥＬ,就労継続支援Ｂ型もくもく,,,,,,,,"""就労継続支援Ｂ型もくもく"" ""大阪市"" ＲＡＦＴＥＬ 就労継続支援B型 Instagram",2026-03-12T16:12:55
419,大阪市,株式会社レーニス1001,lenis,,,,,,,,"""lenis"" ""大阪市"" レーニス1001 就労継続支援B型 Instagram",2026-03-12T16:12:55
42,大阪市,株式会社CLAN,CLAN南田辺,http://clan-net.jp,http://clan-net.jp,wam_url,high,,,,"""CLAN南田辺"" ""大阪市"" CLAN 就労継続支援B型 Instagram",2026-03-12T16:12:55
420,大阪市,合同会社ふくろう,Shake Hands・大阪,,,,,,,,"""Shake Hands・大阪"" ""大阪市"" ふくろう 就労継続支援B型 Instagram",2026-03-12T16:12:55
421,大阪市,株式会社アウル,nanairo,,,,,,,,"""nanairo"" ""大阪市"" アウル 就労継続支援B型 Instagram",2026-03-12T16:12:55
422,大阪市,株式会社善,もみの木,,,,,,,,"""もみの木"" ""大阪市"" 善 就労継続支援B型 Instagram",2026-03-12T16:12:55
423,大阪市,株式会社エヌエスイーエデュケーション,ワンダーフレンズ梅田,https://wonderf.jp/office/umeda,https://wonderf.jp/office/umeda,wam_url,high,,,,"""ワンダーフレンズ梅田"" ""大阪市"" エヌエスイーエデュケーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
424,大阪市,株式会社イーマ,Life南森町,https://tani9.life,https://tani9.life,wam_url,high,,,,"""Life南森町"" ""大阪市"" イーマ 就労継続支援B型 Instagram",2026-03-12T16:12:55
425,大阪市,株式会社N,就労継続支援B型　ITスキルアップ南森町,https://itskillup.net,https://itskillup.net,wam_url,high,,,,"""就労継続支援B型　ITスキルアップ南森町"" ""大阪市"" N 就労継続支援B型 Instagram",2026-03-12T16:12:55
426,大阪市,株式会社　Restart,就労継続支援　Restart,,,,,,,,"""就労継続支援　Restart"" ""大阪市"" Restart 就労継続支援B型 Instagram",2026-03-12T16:12:55
427,大阪市,特定非営利活動法人　　　　　　　　　 障害者地域生活支援の会なにわ,なにわ工房,,,,,,,,"""なにわ工房"" ""大阪市"" 障害者地域生活支援の会なにわ 就労継続支援B型 Instagram",2026-03-12T16:12:55
428,大阪市,NPO法人街かど福祉,ｉ・ワークひまわり,http://www.iwork-himawari.com,http://www.iwork-himawari.com,wam_url,high,,,,"""ｉ・ワークひまわり"" ""大阪市"" NPO法人街かど福祉 就労継続支援B型 Instagram",2026-03-12T16:12:55
429,大阪市,NPO法人街かど福祉,ｉ・ジョブひまわり,http://www.iwork-himawari.com,http://www.iwork-himawari.com,wam_url,high,,,,"""ｉ・ジョブひまわり"" ""大阪市"" NPO法人街かど福祉 就労継続支援B型 Instagram",2026-03-12T16:12:55
43,大阪市,一般社団法人あゆみ会,ともいきアート工房,https://tomoiki.fke-inc.com,https://tomoiki.fke-inc.com,wam_url,high,,,,"""ともいきアート工房"" ""大阪市"" あゆみ会 就労継続支援B型 Instagram",2026-03-12T16:12:55
430,大阪市,一般社団法人みどりの風西川,みどりの風西川,,,,,,,,"""みどりの風西川"" ""大阪市"" みどりの風西川 就労継続支援B型 Instagram",2026-03-12T16:12:55
431,大阪市,株式会社モ－ドファイブ,aloha大阪日本橋,https://mode-five.com,https://mode-five.com,wam_url,high,,,,"""aloha大阪日本橋"" ""大阪市"" モ－ドファイブ 就労継続支援B型 Instagram",2026-03-12T16:12:55
432,大阪市,株式会社　シクロ,ピニオンなんば,https://cyclo-inc.jp,https://cyclo-inc.jp,wam_url,high,,,,"""ピニオンなんば"" ""大阪市"" シクロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
433,大阪市,株式会社ともくに,アップキープモア,http://up-keep-more.net,http://up-keep-more.net,wam_url,high,,,,"""アップキープモア"" ""大阪市"" ともくに 就労継続支援B型 Instagram",2026-03-12T16:12:55
434,大阪市,株式会社i-stage,ベル,https://bell-naniwa.com,https://bell-naniwa.com,wam_url,high,,,,"""ベル"" ""大阪市"" i-stage 就労継続支援B型 Instagram",2026-03-12T16:12:55
435,大阪市,株式会社ワンダーフレンズ,WonderKEAなんば,https://wonderf.jp,https://wonderf.jp,wam_url,high,,,,"""WonderKEAなんば"" ""大阪市"" ワンダーフレンズ 就労継続支援B型 Instagram",2026-03-12T16:12:55
